"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Low & middle income","LMY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.87367921162302","","","","","","5.19979964699675","","","","","6.48690617516448","","","","","4.69786900977159","","4.73473644853275","","","","","","6.16088107362491","6.13215137022917","6.68815401590567","6.3089852315273","","",
"Lesotho","LSO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","37.94","","27.27","","","","","","","","","35.46","","","","","24.58","","","","","","16.876","","","","",
"Late-demographic dividend","LTE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85937043146206","3.59591612138148","3.69720724159073","3.9218098962475","4.49493785545025","4.53743548758134","4.82390147102586","5.07828942018897","5.36090627235109","5.16553937188477","5.33434015137225","5.67957309324961","5.71499536366722","5.52895523034617","5.5523079469988","5.214387777283","4.91001063984265","5.05427470802794","5.34373989680459","4.69485015060546","4.85920411749329","4.7475692215632","4.68010615309053","4.6186531335395","","","4.89153932633982","5.43112808887135","5.57147844011047","6.24821595284136","5.85985065536621","","",
"Lithuania","LTU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.33","17.54","16.4","14.13","13.711","13.388","15.931","16.84","13.008","12.875","10.684","8.325","5.78","4.25","5.826","13.785","17.814","15.39","13.365","11.77","10.698","9.12","7.862","7.073","6.147","6.255","8.487","7.112","5.956","",
"Luxembourg","LUX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.198","2.628","2.956","2.631","2.465","1.998","1.588","1.607","1.482","2.029","2.33","3.48","2.918","3.286","2.527","2.763","2.39","2.345","1.805","2.621","3.675","5.113","4.488","4.731","4.065","5.06","5.122","4.361","4.902","5.14","5.848","5.852","6.669","6.291","5.522","5.585","5.595","6.773","5.247","4.585","",
"Latvia","LVA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.93","14.9","14.454","13.79","14.211","13.821","13.829","12.061","11.708","10.033","7.03","6.052","7.739","17.515","19.482","16.206","15.047","11.867","10.846","9.873","9.643","8.715","7.412","6.312","8.098","7.513","6.815","",
"Macao SAR, China","MAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01","2.197","2.057","2.48","3.581","4.249","3.261","4.607","6.348","6.874","6.393","6.267","5.995","4.905","4.158","3.822","3.27","2.999","3.58","2.84","2.56","1.97","1.82","1.67","1.81","1.939","1.987","1.834","1.749","2.566","","","",
"St. Martin (French part)","MAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","13.9","16.3","15.8","16.98","15.68","15.69","","22.86","17.76","16.67","19.12","13.94","13.58","12.46","11.59","11.92","10.83","11.01","9.67","9.56","9.57","8.96","9.09","8.91","8.99","9.23","9.7","9.46","9.3","","","","","12.28","11.79","",
"Monaco","MCO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","","","","","","","","","","6.33","","","","","","","",
"Moldova","MDA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14","8.539","7.366","6.845","6.378","6.374","5.633","4.26","2.749","2.097","3.024","2.972","2.677","2.19","1.894","1.451","1.781","1.591","1.622","1.239","1.502","1.206","0.794","0.909","",
"Madagascar","MDG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.35","","5.01","","2.62","","","","","4.28","","0.599","","","1.785","","","","","","","","",
"Maldives","MDV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79","","","","","1.97","","","","","","","","","11.697","","","","","3.846","","5.77","","","4.562","","","","",
"Middle East & North Africa","MEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4280549245801","","","","","","","","","","","12.7416318402175","","11.2117174945408","11.3329373684737","10.5767080613272","9.85022187621919","9.53698606639912","9.75000193588931","10.1586894696614","","10.805994525413","10.5042901281396","10.5516551065659","10.5457503190782","10.0881748331747","10.7496733069693","","","","9.00054558992746","","",
"Mexico","MEX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76","","","3.145","3.235","3.365","4.436","7.095","5.465","4.235","3.733","2.598","2.646","2.627","3.003","3.455","3.937","3.558","3.566","3.628","3.874","5.356","5.303","5.175","4.892","4.921","4.819","4.311","3.853","3.419","3.275","3.477","4.441","4.019","3.256","",
"Marshall Islands","MHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.73","","","","","","","","12.47","","","","","","","","","","","","","","","","","25.37","","","","","","4.74","","","","","","","","6.342","","9.823","","",
"Middle income","MIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89406706592144","","","","","","5.19721874722094","","","","","6.64279994888793","","","","5.67558051286565","4.66513261320423","5.18087594920036","4.78285787688219","4.98620189509243","5.04279963218664","","","5.53264212524445","6.18654065993557","6.15689514796465","6.77754898689825","6.37436283191445","","",
"North Macedonia","MKD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","22","20.9","21.1","21.6","21.7","21.5","21.4","22.6","23.6","24.5","26.3","27.7","30","35.6","38.8","36","34.5","32.4","32.2","30.52","31.94","36.69","37.161","37.32","36.392","35.231","33.93","32.351","33.135","31.502","31.199","29.138","28.381","26.433","24.297","22.814","21.2","17.393","16.553","15.779","14.427","",
"Mali","MLI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","8.75","","","11.71","","","8.07","6.9","","6.351","6.376","7.729","1.367","7.414","1.62","","3.528","","","",
"Malta","MLT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","8.5","","8.1","6.8","4.4","4","3.7","3.9","3.6","4","4.5","4.1","3.7","4.4","5","5.1","5.3","6.324","7.107","6.902","7.488","7.317","6.923","6.798","6.472","5.977","6.896","6.861","6.388","6.203","6.115","5.737","5.389","4.694","4.008","3.665","3.627","4.357","3.403","2.929","",
"Myanmar","MMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","0.766","","1.356","0.767","0.407","1.476","","","",
"Middle East & North Africa (excluding high income)","MNA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4133582719777","","","","","","","","","","","13.7117371377779","","11.9324804334668","12.3367933123682","11.2413893070522","10.4953445603672","10.4457644128833","10.5431826199983","11.1105320573831","11.7689840822705","11.8765344254956","11.6146613933465","11.6737857606345","11.9876142541662","12.0224372221665","12.6671180903811","","","","10.5111012162317","","",
"Montenegro","MNE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.31","","19.4","17.15","19.09","19.649","19.759","19.808","19.585","18.054","17.555","17.732","16.082","15.19","15.128","17.878","16.543","","",
"Mongolia","MNG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","6.2","6.768","","","7.193","7.2","5.565","5.86","6.549","4.769","3.905","4.231","4.798","4.861","7.235","6.359","5.377","9.269","6.594","7.747","6.211","",
"Northern Mariana Islands","MNP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.75","9.91","","","","","","","","","","","","","","","3.83","","","4.57","","8.22","","","","","11.17","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","","","","","","","","","","","","","","","","","","3.426","","","","","","","","",
"Mauritania","MRT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","14.14","","","","","","","","","","","25.8","","","","","","","","","","","","","","","","","","","","","","","","9.865","","","","","10.336","","10.416","","","","",
"Mauritius","MUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.59","","","","","","9.14","8.205","5.904","8.337","9.524","9.04","8.475","7.17","7.257","7.654","7.47","7.472","7.322","7.467","7.41","6.814","6.752","6.427","6.331","8.627","7.719","6.322","",
"Malawi","MWI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","","","","","","","","","","","","","","","","","","0.942","","","","","","1.736","","4.978","","","","3.538","","","0.907","","","",
"Malaysia","MYS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","3.4","3.8","5.84","6.92","8.29","7.33","7.26","5.73","4.5","","3.71","4.11","","3.15","2.52","2.45","3.2","3.43","3","3.53","3.48","3.61","3.54","3.53","","3.23","3.32","3.66","3.39","3.05","3.1","3.16","2.88","3.1","3.44","3.41","3.3","3.26","4.54","4.64","3.93","",
"North America","NAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.16377563527126","7.87645498730901","7.35395462771574","6.54959638631521","6.03415863093214","5.8664160370655","5.40775952942969","4.88696136177694","4.5559672375251","4.27676764256154","4.98294520295762","5.97740938464678","6.1553947365534","5.70343401150466","5.25960604864085","4.81792513642237","4.78416867764879","5.8370461819156","9.16932265516932","9.47635182508519","8.80674634593942","7.99543766304858","7.34960260615367","6.26149057907529","5.46179554343945","5.1054690107681","4.58159707965248","4.10869957355172","3.89232074051283","8.23120854050057","5.59293168930171","3.83370212832385","3.83802791591032",
"Namibia","NAM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.14","","","19.4","","","24.45","","","20.3","","","","22.09","","","","","","22.12","","16.771","19.028","18.521","","23.352","","19.877","","","","","",
"New Caledonia","NCL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.64","","","","","","","","16.31","","","","","13.97","","","","","14.59","","","11.676","11.702","10.881","13.558","","","",
"Niger","NER","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.47","","","","3.1","","","","","","0.317","2.177","","0.524","","","7.769","","0.544","","","","",
"Nigeria","NGA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94","","","","","","","","","","","","","","","","","","","","","","","","","3.77","","3.711","4.562","4.311","7.06","8.389","","10.695","","","3.827","",
"Nicaragua","NIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","4.7","5.8","6","8.66","","","","","","","","","","","","4.12","","7.6","6.41","5.37","5.31","4.89","6.2","8.16","7.83","","5.208","5.28","4.52","4.7","3.9","3.3","5.2","","","","","",
"Netherlands","NLD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","6","","5.88","","6.16","","7.92","","11.851","","10.48","","9.898","9.369","8.704","7.671","7.285","5.555","6.287","7.159","7.158","6.421","5.511","4.394","3.623","2.725","2.119","2.554","3.593","4.646","5.873","5.002","4.153","3.654","4.347","4.989","4.977","5.821","7.243","7.416","6.873","6.006","4.839","3.831","3.38","3.819","4.21","3.524","",
"Norway","NOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","1.67","1.55","1.48","2.29","1.76","1.46","1.8","1.99","1.65","2.03","1.7","2.04","2.9","2.32","1.79","2.03","3.02","4.83","5.261","5.407","5.91","5.965","5.349","6.307","5.036","4.687","3.737","3.247","3.458","3.738","4.022","4.221","4.256","4.381","3.399","2.493","2.55","3.103","3.521","3.215","3.123","3.423","3.484","4.296","4.679","4.162","3.8","3.687","4.422","4.369","3.233","",
"Nepal","NPL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","1.85","","","","","","","","","1.328","","","","","","","3.1","","10.66","","","","","","",
"Nauru","NRU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.76","","","","","","","","","22.96","","13.282","","","","","","","","5.056","","",
"New Zealand","NZL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.186","4.214","5.77","7.305","7.982","10.614","10.667","9.804","8.354","6.461","6.29","6.857","7.718","7.023","6.13","5.433","5.282","4.745","4.005","3.807","3.857","3.661","4.167","6.121","6.557","6.491","6.931","5.839","5.428","5.415","5.147","4.736","4.335","4.109","4.595","3.776","3.297","",
"OECD members","OED","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68178272710811","7.28059023126233","7.63667530065558","7.83514436138964","7.59995190176912","7.55740209948515","7.26283309657878","7.23497121787765","7.18037298158769","6.78097795913087","6.68580344452827","7.17397447493419","7.25386040013529","7.18031855773743","6.82163908007771","6.17400550362789","5.87687008654272","6.19663632145471","8.35573311412809","8.50107442618653","8.10200529267712","8.08539956790069","7.9747922858752","7.40189041778156","6.85222347411913","6.43543006900234","5.90735039269867","5.46951282005291","5.38903931352424","7.28736657892393","6.2667024353611","5.05095563662506","",
"Oman","OMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.142","","","","","","","","3.266","","1.8","","2.94","1.9","","",
"Other small states","OSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","2.09","2.15","2","1.67","1.7","1.9","1.9","4.18","4.12","4.01","3.82","3.82","4.3","4.16","3.97","3.97","3.05","2.16","2.03","1.97","5.85","5.18","4.28","4.26","5.03","4.79","5.81","5.7","5.35","7.16","6.88","7.83","7.49","7.4","7.05","0.582","0.398","0.423","0.535","0.653","0.796","3.667","2.954","1.827","3.566","2.286","","4.083","4.83","","6.338","","",
"Panama","PAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","7.1","7.6","6.79","6.99","5.8","6.41","6.67","8.73","8.06","8.78","","","8.41","9.71","10.08","12.34","10.53","11.84","16.33","16.31","11.6","16.12","14.67","13.26","14","14.01","14.32","13.37","14.02","11.75","13.53","14.71","14.11","13.62","12.44","10.33","9.11","6.78","4.868","6.56","5.832","3.922","3.714","3.732","4.444","4.402","4.843","5.461","5.313","6.409","18.548","10.293","8.281","6.678",
"Peru","PER","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","5.9","4.84","4.57","4.4","4.23","4","4.92","5.2","5.82","6.5","7.12","6.97","6.77","6.98","9.2","10.5","11.79","5.32","3.63","","7.92","8.6","5.8","9.4","7.11","","","7.07","7.69","4.972","4.367","4.069","4.848","4.84","4.151","4.707","4.866","4.172","4.079","4.025","3.964","3.596","3.477","3.238","3.575","3.208","3.272","3.741","3.691","3.492","3.379","7.179","5.097","4.291","",
"Philippines","PHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","6.7","","5.28","5.36","4.77","3.21","3.83","4.8","4.47","4","3.5","4.75","5.36","5.5","4.89","7.03","6.07","6.43","9.1","8.34","8.42","8.47","10.599","9.866","9.289","9.483","9.526","8.564","8.777","10.254","9.809","11.189","3.698","","3.527","3.554","3.795","4.052","3.434","3.72","3.858","3.605","3.592","3.504","3.497","3.6","3.068","2.695","2.552","2.338","2.237","2.522","3.398","2.598","",
"Palau","PLW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76","","","","","7.03","","","","","3.3","","","","","4.18","","","","","","","","","1.357","","","","","","0.765","","","",
"Papua New Guinea","PNG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","","","","","","","","","","2.92","","","","","","","","","","2.002","2.62","","","","","","","","","","","","",
"Poland","POL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.645","14.393","14.825","13.695","12.684","10.964","9.935","12.29","16.314","18.373","21.21","19.37","19.074","17.746","13.841","9.602","7.118","8.167","9.637","9.632","10.088","10.326","8.99","7.501","6.161","4.888","3.846","3.277","3.162","3.363","2.886","",
"Pre-demographic dividend","PRE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","11.52","11.83","11.61","13.13","","19.65","19.04","16.73","14.53","17.1","17.83","19.91","22.24","20","20.67","19.53","17.01","15.01","14.6","14.52","16.18","16.93","16.91","14.6","13.93","13.64","13.8","13.46","11.81","10.08","11.4","11.94","11.78","10.31","11.35","11.01","10.93","11.48","15","16.1","15.7","14.5","14.3","13.9","12","11.8","10.8","9.2","8.3","","7.9","6","",
"Korea, Dem. People's Rep.","PRK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","1.77","4.5","6.4","","7.89","7.94","","","","7.3","","8.18","8.698","7.377","6.008","5.13","4.645","6.01","3.985","5.301","6.709","7.064","7.298","6.571","4.64","4.579","3.806","6.8","4.497","6.132","6.319","7.582","7.649","7.966","7.553","9.432","10.771","12.682","15.531","16.188","13.897","12.447","11.068","8.869","6.994","6.464","6.796","6.577","6.011","",
"Paraguay","PRY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","5.69","4.11","","5.61","8.25","7.33","5.13","6.1","5.51","4.72","5.62","5.8","5.1","4.98","5.06","4.41","3.4","8.15","5.36","4.417","5.343","7.61","6.206","5.54","6.814","6.513","4.825","5.277","4.713","4.415","5.46","4.569","4.67","4.086","4.385","5.034","4.556","5.255","6.138","6.217","6.595","7.548","7.311","6.755","",
"West Bank and Gaza","PSE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.625","21.493","27.465","23.004","23.215","20.016","19.014","18.282","22.913","20.452","21.416","17.597","19.202","19.894","20.527","23.005","23.939","25.677","26.256","25.34","25.895","26.39","24.42","",
"Pacific island small states","PSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78572148172156","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68679402884744","7.11549329109266","7.64978650258456","7.64620190396845","7.20312841219597","7.32140780585481","7.18346876947919","7.23997140005068","6.96445900716492","6.39990077711758","6.42384341719577","6.6310491488763","6.71233241519917","6.51853896586106","6.23906914130851","5.89918967642067","5.48648534578245","5.83012910437198","8.03983363485118","8.33731137119319","7.97292709327021","8.02933660932983","7.91490103004192","7.3906946100578","6.82244910903051","6.40428742077471","5.83624384331695","5.2984181320962","4.97486915822038","6.90542386999179","5.90369225217556","4.59722523722077","",
"French Polynesia","PYF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","","","","","","","","","","","","","","11.71","","","","","11.74","","","","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48","","0.87","0.52","0.31","0.31","0.45","0.56","0.48","0.28","0.2","0.17","0.15","0.14","0.11","0.1","0.14","0.14","0.13","",
"Romania","ROU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.26","","8.17","8.01","6.74","5.515","5.63","6.239","6.969","6.562","11.75","6.95","7.719","7.174","7.27","6.413","5.788","6.859","6.959","7.177","6.794","7.096","6.802","6.812","5.901","4.927","4.187","3.912","5.035","5.59","5.614","",
"Russian Federation","RUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.181","5.883","8.131","9.449","9.665","11.813","13.261","13.036","10.581","8.978","7.875","8.21","7.763","7.124","7.055","6.002","6.205","8.301","7.369","6.536","5.436","5.458","5.16","5.571","5.559","5.212","4.846","4.496","5.589","4.715","3.867","",
"Rwanda","RWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.3","","","","","0.56","","","","","","0.89","","","","","","","","","","","","1.169","","","11.875","10.759","11.236","11.829","15.793","15.085","",
"South Asia","SAS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.70210599761745","","","","","","3.25909481308226","","","","","8.07805554008818","","","","","2.91361183627412","","3.26104887094097","","","","","","7.18327670842273","6.27936738368265","7.88284834496513","6.36171192763055","4.87271445796914","",
"Saudi Arabia","SAU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","","","","","","","4.346","4.57","4.618","5.265","5.563","5.822","6.051","6.254","5.734","5.085","5.377","5.55","","5.622","5.6","5.877","5.6","5.6","5.89","6.029","5.636","7.66","6.621","5.589","",
"Sudan","SDN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","19.4","","","","","13.2","","12.1","13.11","","","","","","","","","","","","","","","","","","","","","","14.8","13","","17.44","","","","","","","","","","","","",
"Senegal","SEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65","","","","10.03","","","","","2.853","","","","6.757","4.455","4.078","3.567","2.863","","","","",
"Singapore","SGP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","6.06","4.8","4.7","4.51","3.97","4.55","4.48","3.93","2.26","2.12","1.8","1.65","1.5","1.69","2.69","4.27","6.84","5","3.55","2.35","","2.18","3.09","3.07","3.03","3.3","3.57","2.5","3.41","4.85","5.96","3.76","5.65","5.93","5.84","5.59","4.48","3.9","3.96","5.86","4.12","3.89","3.72","3.86","3.74","3.79","4.08","4.2","","3.1","4.1","4.64","3.591","",
"Solomon Islands","SLB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02","","","","0.694","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.879","3.42","","","","","","","","","","4.678","","","","3.193","","","","","",
"El Salvador","SLV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","3.73","6.79","13.34","","","","","16.95","8.63","","9.37","8.35","9.96","7.53","4.68","9.94","7.68","7.65","7.68","7.98","7.1","7.3","6.96","6.96","6.2","6.9","6.8","7.22","6.57","6.41","5.88","7.33","4.893","4.297","3.843","3.693","4.154","3.998","4.418","4.385","4.006","4.17","5.008","4.327","2.999","",
